name,postal,full_address,category,phone,designation_date,capacity,geocode_query,geocode_status,lat,lng,matched_title,n_candidates
P.P.P.ヒマワリ！児島,711-0913,岡山県倉敷市児島味野1-15-1,center,086-441-5515,H25.6.1,30,岡山県倉敷市児島味野1-15-1,matched,34.474766,133.802032,岡山県倉敷市児島味野一丁目１５番１号,1
玉島児童発達支援センター,713-8113,岡山県倉敷市玉島八島1436番地1,center,086-522-0033,H26.4.1,40,岡山県倉敷市玉島八島1436-1,matched,34.564064,133.665146,岡山県倉敷市玉島八島,1
児童発達支援センターさんぽるて,712-8007,岡山県倉敷市鶴の浦2丁目55-338,center,086-436-6922,H31.4.1,30,岡山県倉敷市鶴の浦2丁目55-338,matched,34.544239,133.705795,岡山県倉敷市鶴の浦二丁目,1
児童発達支援センターキッズみのり,708-0013,岡山県津山市二宮918,center,0868-28-3413,S43.4.3,16,岡山県津山市二宮918,matched,35.06395,133.968384,岡山県津山市二宮,1
玉野市児童発達支援センター,706-0132,岡山県玉野市用吉1186-1,center,0863-71-0600,H25.4.1,20,岡山県玉野市用吉1186-1,matched,34.512817,133.894623,岡山県玉野市用吉１１８６番地,1
子ども療育センター笠岡学園,714-0057,岡山県笠岡市金浦746,center,0865-66-0844,S34.7.15,30,岡山県笠岡市金浦746,matched,34.519356,133.488205,岡山県笠岡市金浦７４６番地,1
総社市立総社はばたき園,719-1155,岡山県総社市小寺365,center,0866-92-2384,S44.4.1,30,岡山県総社市小寺365,matched,34.693192,133.744675,岡山県総社市小寺,1
児童発達支援センターくるーる,716-0003,岡山県高梁市高倉町大瀬八長1656-1,center,0866-56-3946,H28.4.1,24,岡山県高梁市高倉町大瀬八長1656-1,matched,34.812237,133.606735,岡山県高梁市高倉町大瀬八長,1
児童発達支援センターひよこ,701-4246,岡山県瀬戸内市邑久町山田庄873-1,center,0869-24-8170,H28.4.1,20,岡山県瀬戸内市邑久町山田庄873-1,matched,34.671352,134.096741,岡山県瀬戸内市邑久町山田庄,1
あかいわ児童発達支援センター,709-0802,岡山県赤磐市桜が丘西10-2-16,center,086-958-5571,H29.4.1,24,岡山県赤磐市桜が丘西10-2-16,matched,34.785778,134.036484,岡山県赤磐市桜が丘西十丁目２番,1
国立病院機構南岡山医療センター,701-0304,岡山県都窪郡早島町早島4066番地,center,086-482-1121,H24.4.1,15,岡山県都窪郡早島町早島4066-,matched,34.612545,133.823318,岡山県早島町早島４０６６番地,1
